@relation spambase-weka.filters.unsupervised.attribute.RandomProjection-N10-R72-DSparse1_clustered

@attribute Instance_number numeric
@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute Class {1,0}
@attribute Cluster {cluster0,cluster1}

@data
208,19.270797,-20.749969,-5.639557,-1.667965,25.720954,138.165693,-117.779455,-133.764552,13.729967,-117.779455,1,cluster0
209,1943.724737,-1650.488535,-10.617471,-2.897721,1799.011892,2997.417846,-1198.769684,-2996.089363,1646.170532,-1211.084566,1,cluster0
210,107.607121,-100.192211,-1.794405,0.072746,107.248586,930.111284,-822.689493,-923.338965,101.958903,-823.919249,1,cluster1
211,16.648472,-16.052647,-3.602666,3.602666,15.449893,100.251101,-86.60254,-102.052434,17.85398,-90.205206,1,cluster1
212,432.086055,-345.033181,-11.686147,-0.349874,386.24733,392.03238,-17.320508,-401.614085,335.300788,-26.552339,1,cluster0
213,117.872986,-111.138772,-3.244131,-3.917899,120.585377,313.63976,-192.119076,-303.528048,107.717972,-194.924998,1,cluster1
214,31.594339,-29.668298,-5.403999,-4.468691,31.176915,97.653025,-67.549981,-91.296398,25.216928,-66.458789,1,cluster0
215,75.579769,-63.313385,-9.690824,1.273057,71.031404,158.101598,-90.239847,-155.252374,56.454464,-96.509871,1,cluster0
216,36.483918,-31.710386,-0.214774,-0,35.576324,1671.567593,-1637.636718,-1670.776046,32.519254,-1636.181795,1,cluster0
217,36.483918,-31.710386,-0.214774,-0,35.576324,1671.567593,-1637.636718,-1670.776046,32.519254,-1636.181795,1,cluster0
218,1015.537762,-998.986284,-5.682859,0.417424,1013.197761,2302.519062,-1291.469044,-2295.292946,995.596661,-1294.274966,1,cluster0
219,108.301673,-100.744735,-3.186973,-0.696284,106.600799,419.98768,-312.669812,-415.094636,97.808909,-312.555496,1,cluster1
220,21.927763,-16.489124,-7.856582,-0.937039,24.768327,179.856156,-151.883535,-171.266916,10.951757,-163.089904,1,cluster0
221,13.934349,-19.875283,-4.262577,-2.417943,21.979725,158.205521,-133.28131,-146.922942,19.118377,-139.793821,1,cluster1
222,638.161996,-614.318584,-1.979734,0.462458,628.734443,1454.160576,-829.790901,-1452.451042,612.177769,-829.479132,1,cluster0
223,82.28627,-82.707158,-4.330127,-0.169741,82.82667,822.412364,-740.036028,-819.932068,81.771851,-742.305015,1,cluster0
224,16.231048,-18.607422,-7.207063,0.090067,16.766252,242.0541,-232.597103,-242.251554,14.94067,-234.311833,1,cluster0
225,16.234512,-18.607422,-7.179351,0.091799,16.766252,242.071421,-232.579782,-242.272339,14.937206,-234.311833,1,cluster0
226,70.342047,-74.544003,-9.547064,-0.429549,75.829184,523.512357,-454.819222,-518.191497,65.537338,-458.560451,1,cluster0
227,53.419911,-41.803046,-3.843421,-0.723997,58.335471,614.739473,-563.973063,-609.153609,43.673661,-560.78609,1,cluster0
228,30.19311,-25.442094,-2.66909,-3.12462,26.483057,164.544827,-135.602258,-162.96,23.547231,-138.06177,1,cluster1
229,252.396176,-222.551208,-8.334628,2.876936,237.325602,259.876903,-25.132057,-262.75384,219.674272,-27.712813,1,cluster0
230,88.795317,-71.606444,-4.052999,-0.609682,83.727336,1881.873202,-1801.609968,-1882.725371,67.300566,-1801.904417,1,cluster0
231,34.268625,-30.764686,-3.025893,-3.088247,31.956337,251.147367,-216.333146,-246.782599,28.629068,-220.143658,1,cluster1
232,239.206609,-217.535189,-3.793191,-2.603272,229.202283,1653.536944,-1424.62911,-1653.490179,214.897276,-1427.729481,1,cluster0
233,25.57373,-21.80652,-4.217544,-5.005627,22.51666,153.044009,-129.280272,-149.230033,18.59703,-129.280272,1,cluster1
234,1000.20738,-427.296934,-6.335842,17.284135,707.854524,891.607794,-173.482209,-896.497374,438.103199,-177.881618,1,cluster0
235,4.872259,-4.394213,-1.108513,0,5.196152,54.317113,-50.229473,-53.19128,3.2857,-51.337986,1,cluster1
236,4.872259,-4.394213,-1.108513,0,5.196152,54.317113,-50.229473,-53.19128,3.2857,-51.337986,1,cluster1
237,88.717374,-81.839401,-6.935131,-0.711873,84.345678,1969.844063,-1892.577276,-1971.527616,74.874824,-1896.358343,1,cluster0
238,274.386293,-229.44477,-5.918418,-2.568631,254.611469,648.254656,-397.436378,-646.536461,229.581602,-399.324314,1,cluster0
239,74.966623,-63.271816,6.384339,1.17433,63.133252,507.750694,-426.863922,-500.496865,60.912763,-437.949047,1,cluster1
240,7.262489,-8.239366,-3.637307,-1.30943,5.022947,126.266504,-121.243557,-133.031894,6.929935,-124.880863,1,cluster1
241,133.16353,-113.251874,-2.721052,0.538668,123.373979,1066.735451,-945.68242,-1066.737183,110.227713,-948.03801,1,cluster0
242,277.090024,-226.588619,-6.025805,-2.615397,254.611469,662.007139,-411.275464,-660.236983,226.746235,-413.198041,1,cluster0
243,20.767289,-21.47743,-3.879794,0.530008,25.980762,69.489878,-49.328807,-55.363272,18.127644,-39.629322,1,cluster1
244,16.158302,-18.699221,-7.227848,0,16.766252,235.108577,-225.6689,-235.325083,15.013416,-227.400951,1,cluster0
245,215.290451,-186.545336,-13.64856,-5.32952,205.888879,366.917643,-169.740979,-361.127397,167.532614,-170.988056,1,cluster0
246,277.090024,-226.588619,-6.025805,-2.615397,254.611469,662.007139,-411.275464,-660.236983,226.746235,-413.198041,1,cluster0
247,14.900833,-16.033594,-4.480815,3.976789,13.596599,99.956652,-90.066642,-109.491592,18.732129,-93.790551,1,cluster1
248,108.641155,-100.41911,-3.14194,-0.685892,106.581746,442.50434,-335.203793,-437.666722,97.536977,-335.073889,1,cluster1
249,94.069411,-77.036424,-2.468172,0.762102,89.443104,1951.865376,-1865.41872,-1953.770631,75.912323,-1867.064168,1,cluster0
250,40.027694,-25.842198,6.200742,0,35.697567,223.815605,-188.118038,-225.166605,32.71844,-195.66978,1,cluster1
251,50.465032,-32.255982,-4.205419,-0.807136,43.30127,269.281939,-233.930782,-274.174983,28.679297,-227.297027,1,cluster0
252,211.169902,-199.109633,-4.385553,-1.969342,205.942573,2702.744042,-2498.032957,-2697.416253,195.581445,-2498.498878,1,cluster0
253,161.645374,-158.307712,-3.671948,0.017321,161.340533,1672.676106,-1510.55615,-1666.968998,155.371886,-1510.608112,1,cluster0
254,161.887861,-158.065225,-3.550704,0.017321,161.340533,1672.797349,-1510.55615,-1667.211486,155.371886,-1510.486868,1,cluster0
255,45.298325,-37.840114,0,2.679483,38.105118,93.530744,-48.497423,-97.779464,40.519597,-48.497423,1,cluster1
256,217.363716,-187.953493,-13.579278,-5.301808,207.586289,372.131116,-173.205081,-366.382439,169.055087,-174.452157,1,cluster0
257,39.844097,-37.751779,-7.529225,-5.577204,39.490758,216.506351,-177.015593,-213.769711,30.187914,-181.172514,1,cluster0
258,87.73357,-86.230149,-7.898152,0.093531,86.030964,344.158495,-266.129607,-344.917134,83.091673,-266.701183,1,cluster0
259,76.237948,-74.327496,-5.643022,-1.922576,76.452723,1387.060928,-1313.119679,-1381.028195,68.634245,-1315.475268,1,cluster0
260,87.731838,-86.230149,-7.894688,0.091799,86.030964,344.158495,-266.129607,-344.915402,83.093405,-266.701183,1,cluster0
261,94.069411,-77.036424,-2.468172,0.762102,89.443104,1951.865376,-1865.41872,-1953.770631,75.912323,-1867.064168,1,cluster0
262,24.191554,-21.770147,-3.907507,-1.685285,24.248711,267.930939,-245.293035,-263.321952,22.232604,-244.7561,1,cluster1
263,238.943337,-217.746499,-3.711785,-2.497617,228.942476,1667.37603,-1438.745324,-1667.332729,215.532938,-1441.412682,1,cluster0
264,44.285075,-40.760352,-7.544813,0.898934,45.033321,194.717152,-151.052151,-190.165322,34.583858,-153.788791,1,cluster0
265,127.368088,-122.331284,-2.340001,1.590023,128.726016,689.512106,-566.640422,-688.711899,118.709566,-568.147306,1,cluster1
266,75.477578,-63.467538,-7.690306,-3.280504,67.549981,151.848894,-90.066642,-155.129399,56.341881,-95.834371,1,cluster0
267,58.22462,-57.822784,-2.949683,-1.217632,58.456715,222.568529,-166.276878,-216.424945,52.789445,-165.843865,1,cluster1
268,14.183764,-17.478125,-8.712216,-3.186973,15.588457,123.841633,-115.319943,-126.47435,15.122536,-121.382121,1,cluster0
269,127.368088,-122.331284,-2.340001,1.590023,128.726016,689.512106,-566.640422,-688.711899,118.709566,-568.147306,1,cluster1
270,127.368088,-122.331284,-2.340001,1.590023,128.726016,689.512106,-566.640422,-688.711899,118.709566,-568.147306,1,cluster1
271,15.205674,-10.480639,-2.026499,-3.46237,12.851817,148.956369,-135.099963,-146.339241,10.049359,-135.099963,1,cluster1
272,55.37886,-54.28074,-3.838225,-1.155278,55.858639,361.981298,-308.755377,-356.946227,47.898133,-309.18839,1,cluster0
273,114.848825,-92.997272,-10.825318,-10.825318,103.923048,108.911355,-10.392305,-103.490036,92.997272,-10.392305,1,cluster0
274,275.92955,-227.51007,-6.06391,-2.677751,254.611469,641.118606,-390.456214,-639.140604,227.65383,-392.430751,1,cluster0
275,71.202877,-63.244103,-0.623538,0.297913,65.173608,721.36452,-652.584783,-719.040108,59.329668,-655.584695,1,cluster1
276,108.585729,-100.477999,-3.152332,-0.580237,106.583478,444.236391,-336.935844,-439.296582,97.692862,-336.804208,1,cluster1
277,275.92955,-227.51007,-6.06391,-2.677751,254.611469,641.118606,-390.456214,-639.140604,227.65383,-392.430751,1,cluster0
278,268.214996,-246.75835,-2.961807,-1.990126,258.387339,1631.90363,-1372.927393,-1629.764547,245.606537,-1374.988534,1,cluster0
279,275.92955,-227.51007,-6.06391,-2.677751,254.611469,641.118606,-390.456214,-639.140604,227.65383,-392.430751,1,cluster0
280,254.642646,-216.821584,-6.581793,2.199705,236.840627,271.01399,-39.837169,-278.236642,221.238314,-39.837169,1,cluster0
281,83.448476,-69.318405,-4.527581,0.478046,79.466491,2076.954085,-2001.020977,-2078.173449,65.857768,-2000.518683,1,cluster0
282,239.73142,-216.871814,-4.001037,-2.58422,228.959796,1504.493972,-1275.863266,-1504.27227,214.737927,-1278.825073,1,cluster0
283,110.196536,-108.554552,-3.871134,-1.82385,111.890482,885.389732,-780.115684,-885.318718,97.795053,-781.535965,1,cluster0
284,52.172834,-48.237615,-4.99177,0.656447,50.073589,144.349114,-102.190998,-150.260604,40.97859,-106.954137,1,cluster0
285,83.417299,-69.181573,-4.617647,0.637395,79.535773,1952.177145,-1876.33064,-1953.328958,65.795414,-1875.811025,1,cluster0
286,36.116723,-29.895197,-2.133887,-2.402354,32.839683,227.799322,-192.25764,-224.229565,29.294175,-192.25764,1,cluster1
287,11.509478,-12.252527,-3.219882,-3.406944,11.396894,201.905163,-189.798127,-199.681209,8.828263,-192.742614,1,cluster1
288,17.467732,-19.480375,-4.466959,-2.320948,22.655225,765.445213,-745.821078,-756.580577,16.541085,-745.318783,1,cluster0
289,159.655247,-158.302516,-5.798906,-2.450852,159.521879,1410.599498,-1256.983912,-1409.504842,148.135377,-1260.257488,1,cluster0
290,532.060027,-469.584955,-3.481422,7.89642,503.16076,590.10971,-90.066642,-599.360594,483.353027,-91.625488,1,cluster0
291,111.765775,-108.61171,-7.399321,-3.564561,108.807432,1031.003243,-930.215207,-1032.601926,93.742054,-934.909064,1,cluster0
292,211.014018,-199.598071,-4.607255,-1.978002,205.895808,2520.826745,-2316.202263,-2515.528402,196.010994,-2316.541745,1,cluster0
293,88.971986,-89.630165,-7.295398,-3.386159,90.527368,490.049135,-403.96621,-489.912303,84.525811,-407.489201,1,cluster0
294,28.696618,-24.220998,-1.44453,-1.922576,25.859519,416.055924,-390.040521,-414.188774,23.975047,-389.815355,1,cluster1
295,83.514294,-72.006548,-1.373516,0.602754,81.423708,461.643502,-383.839779,-454.63216,70.300478,-382.956434,1,cluster1
296,16.712558,-18.6819,-7.728411,0,16.766252,235.143218,-225.651579,-234.788147,14.460892,-227.38363,1,cluster0
297,39.360855,-45.319109,-13.714378,-4.061659,39.040425,215.900133,-184.394129,-219.043805,32.25425,-194.734472,1,cluster0
298,22.689866,-29.912517,-6.102015,1.508616,30.536056,59.513266,-31.817773,-55.181407,22.495876,-40.304822,1,cluster0
299,60.730897,-57.065878,-4.550097,0.879882,58.664561,421.633128,-362.951247,-414.725709,51.28256,-361.35776,1,cluster0
300,96.747162,-104.378578,-3.048409,0.500563,102.710613,364.648657,-268.052183,-359.852608,96.305489,-271.724131,1,cluster1
301,0.75171,-10.707538,-12.706325,-2.37291,11.58742,111.80388,-108.564945,-104.297171,7.71109,-111.544072,1,cluster0
302,58.858551,-55.474123,-4.879187,0.788083,56.93251,412.972874,-356.352133,-405.828164,49.269917,-354.429557,1,cluster0
303,38.820455,-40.715318,-8.554599,-3.171385,39.21363,202.788509,-166.900416,-202.634356,33.423384,-172.442978,1,cluster0
304,16.160034,-18.699221,-7.231312,0,16.766252,235.108577,-225.6689,-235.326815,15.011684,-227.400951,1,cluster0
305,38.820455,-39.606806,-7.290202,-3.176581,39.21363,203.897021,-166.900416,-202.639552,33.574073,-171.334466,1,cluster0
306,42.670804,-34.994355,0.935307,-0.467654,39.837169,332.103422,-290.620805,-328.587359,36.674444,-290.672767,1,cluster1
307,52.174566,-48.237615,-4.993502,0.654715,50.073589,144.349114,-102.190998,-150.264068,40.976858,-106.954137,1,cluster0
308,21.361383,-23.013759,-3.135012,-0.535204,19.052559,93.859833,-77.942286,-97.530049,16.208531,-81.077298,1,cluster1
309,86.964539,-69.628442,-3.947344,-0.968216,79.674337,198.683548,-122.73312,-197.640854,70.14979,-121.243557,1,cluster1
310,9.735858,-10.56551,-3.275308,-3.451977,9.647523,196.69169,-186.316705,-194.446952,7.096212,-189.313153,1,cluster1
311,109.211,-100.999347,-6.018877,-1.83251,106.261317,456.066298,-351.606314,-453.854469,95.009915,-353.390326,1,cluster0
312,94.803801,-80.628697,-2.665626,1.842902,89.200617,1931.56574,-1842.902059,-1932.954845,79.331391,-1842.902059,1,cluster0
313,17.462536,-19.364328,-4.363036,-2.320948,22.672545,765.566457,-745.821078,-756.563257,16.528961,-745.21486,1,cluster0
314,85.750371,-79.82849,-2.409283,0.045033,83.121118,672.572649,-592.603863,-672.129244,78.181309,-590.646646,1,cluster1
315,4.61938,-8.440284,0,-2.223953,6.529832,32.908965,-26.379134,-28.741651,6.21633,-24.248711,1,cluster1
316,61.460091,-46.159154,-2.274183,-2.740104,53.693575,149.112254,-95.418679,-152.084453,46.10546,-96.994845,1,cluster1
317,49.377304,-44.066837,-9.455265,-2.268987,43.30127,84.957092,-50.766409,-87.26072,34.611571,-57.60801,1,cluster0
318,73.002477,-69.06033,-4.515456,0.817528,70.806237,433.774804,-362.933926,-426.929739,63.249299,-361.35776,1,cluster0
319,60.730897,-57.065878,-4.550097,0.881614,58.664561,421.633128,-362.951247,-414.723977,51.284292,-361.35776,1,cluster0
320,16.158302,-18.6819,-7.208795,0,16.766252,235.125897,-225.6689,-235.325083,15.015148,-227.38363,1,cluster0
321,53.031932,-39.062942,-2.045552,-0.737854,46.912596,373.534077,-329.089653,-376.611931,39.043889,-328.942429,1,cluster1
322,213.842457,-203.772313,-5.992896,-4.143066,210.115083,604.485732,-394.370648,-599.033236,196.944569,-397.055327,1,cluster0
323,9.12098,-4.735427,0,0,6.928203,32.908965,-25.980762,-32.908965,4.735427,-25.980762,1,cluster1
324,53.031932,-39.062942,-2.045552,-0.737854,46.912596,373.534077,-329.089653,-376.611931,39.043889,-328.942429,1,cluster1
325,9.12098,-4.735427,0,0,6.928203,32.908965,-25.980762,-32.908965,4.735427,-25.980762,1,cluster1
326,92.702823,-81.267824,-2.793798,2.608469,89.443104,1672.520221,-1585.120938,-1674.228023,81.172561,-1585.415386,1,cluster0
327,18.252351,-18.120716,-17.557799,-5.672466,24.248711,51.961524,-39.837169,-47.241686,5.282755,-41.569219,1,cluster0
328,47.621005,-46.344483,-4.548365,1.210704,46.678769,181.69213,-135.01336,-179.270723,41.796118,-138.650667,1,cluster0
329,92.654326,-80.566343,-2.146011,2.783406,88.351912,1782.055114,-1693.94569,-1783.669386,82.154634,-1695.071523,1,cluster0
330,136.806033,-117.684192,0,-5.133799,127.253773,222.62049,-90.066642,-211.836742,117.850469,-90.066642,1,cluster1
331,48.826512,-44.617629,-9.458729,-2.268987,43.30127,86.689143,-52.49846,-88.99277,35.158899,-59.340061,1,cluster0
332,73.955105,-68.073061,-7.049447,1.818653,68.797058,118.056583,-51.47655,-118.454955,62.842267,-60.34465,1,cluster0
333,18.484446,-18.117251,-0.938772,-1.189919,19.052559,131.739784,-113.501289,-130.612219,16.927333,-114.315353,1,cluster1
334,129.933255,-122.895933,-1.316359,0.071014,130.769836,365.46272,-238.191627,-360.162645,124.37164,-234.675564,1,cluster1
335,103.865891,-97.069323,-2.842295,-2.310556,99.835409,615.34569,-515.527602,-613.863055,91.899152,-517.415538,1,cluster1
336,38.988464,-40.58195,-8.452408,-3.017233,38.087797,210.167045,-172.096568,-206.550523,33.563681,-176.565259,1,cluster0
337,15.139856,-12.042949,-6.297737,0.207846,16.108073,111.838521,-100.21646,-111.100667,6.912615,-100.21646,1,cluster0
338,73.955105,-68.073061,-7.049447,1.818653,68.797058,118.056583,-51.47655,-118.454955,62.842267,-60.34465,1,cluster0
339,16.728147,-15.271492,-2.260326,1.03923,20.10911,64.7787,-48.843833,-61.790913,16.293402,-45.726141,1,cluster1
340,16.160034,-18.6819,-7.213992,0,16.766252,235.125897,-225.6689,-235.326815,15.011684,-227.38363,1,cluster0
341,48.3935,-44.964039,-9.33229,-2.234346,43.30127,88.507796,-54.19587,-90.794103,35.631749,-60.950868,1,cluster0
342,73.955105,-68.073061,-7.049447,1.818653,68.797058,118.056583,-51.47655,-118.454955,62.842267,-60.34465,1,cluster0
343,38.915718,-39.511543,-7.118729,-3.067462,39.19631,202.16497,-165.185686,-201.040869,33.551556,-169.585095,1,cluster0
344,37.810669,-39.525399,-7.574258,-2.570363,38.105118,210.167045,-172.079248,-207.108243,32.758277,-176.5999,1,cluster0
345,5307.938982,-1767.24608,-4.418462,-0.6755,3538.510518,3537.2288,-1.402961,-3538.371954,1764.282541,-3.723909,1,cluster0
346,15.139856,-12.042949,-6.297737,0.207846,16.108073,111.838521,-100.21646,-111.100667,6.912615,-100.21646,1,cluster0
347,119.942786,-111.698225,-0.859097,-0.980341,115.770276,2171.731905,-2055.805745,-2172.137205,110.565463,-2056.221437,1,cluster0
348,38.988464,-40.58195,-8.452408,-3.017233,38.087797,210.167045,-172.096568,-206.550523,33.563681,-176.565259,1,cluster0
349,15.139856,-12.042949,-6.297737,0.207846,16.108073,111.838521,-100.21646,-111.100667,6.912615,-100.21646,1,cluster0
350,103.865891,-97.069323,-2.842295,-2.310556,99.835409,615.34569,-515.527602,-613.863055,91.899152,-517.415538,1,cluster1
351,19.968814,-11.696539,2.975663,-1.784012,17.320508,88.334591,-71.014083,-88.926953,13.480551,-74.582108,1,cluster1
352,73.955105,-68.073061,-7.049447,1.818653,68.797058,118.056583,-51.47655,-118.454955,62.842267,-60.34465,1,cluster0
353,16.158302,-18.6819,-7.210528,0,16.766252,235.125897,-225.6689,-235.325083,15.013416,-227.38363,1,cluster0
354,17.455608,-19.371256,-4.363036,-2.320948,22.672545,763.834406,-744.089027,-754.831206,16.535889,-743.482809,1,cluster0
355,48.826512,-44.617629,-9.458729,-2.268987,43.30127,86.689143,-52.49846,-88.99277,35.158899,-59.340061,1,cluster0
356,85.180527,-72.252499,-3.794923,0.670304,82.012606,277.301334,-199.185843,-275.477485,68.008975,-199.185843,1,cluster1
357,-16.645008,0,0,8.054036,-6.321985,34.363888,-34.641016,-26.327172,6.044857,-30.622658,1,cluster1
358,-16.02147,0,0,10.825318,-9.093267,30.743902,-31.176915,-26.413775,12.990381,-31.176915,1,cluster1
359,853.426466,-840.439549,-0.763834,-0.190526,847.509781,5665.330345,-4818.045731,-5665.574565,839.098942,-4819.067641,1,cluster0
360,3.464102,0,0,-8.660254,1.732051,3.464102,-1.732051,-12.124356,-8.660254,-1.732051,1,cluster1
361,9.41716,-15.091359,-4.347448,-6.742874,13.856406,140.278795,-124.77694,-134.620185,8.331164,-129.799888,1,cluster0
362,168.166545,-166.394657,-2.312288,-2.594612,167.610557,939.273832,-772.49466,-934.62674,159.61541,-774.954172,1,cluster0
363,16.158302,-18.6819,-7.210528,0,16.766252,235.125897,-225.6689,-235.325083,15.013416,-227.38363,1,cluster0
364,17.802018,0,-14.337917,-13.319471,1.732051,10.392305,-8.660254,-11.410751,0,-8.660254,1,cluster0
365,168.166545,-166.394657,-2.312288,-2.594612,167.610557,939.273832,-772.49466,-934.62674,159.61541,-774.954172,1,cluster0
366,102.499303,-107.078845,-3.464102,-0.190526,107.38715,148.956369,-46.765372,-145.682793,103.424218,-50.229473,1,cluster1
367,11.679219,-14.57694,-3.010304,0.533472,12.089715,1141.802533,-1130.717408,-1139.602829,12.792927,-1131.566113,1,cluster0
368,16.710826,-18.6819,-7.172422,0,16.766252,235.143218,-225.097323,-235.340671,15.015148,-227.38363,1,cluster0
369,25.954781,-17.935386,-3.671948,-4.056463,21.945084,229.791181,-206.685623,-225.724325,14.848872,-209.006571,1,cluster1
370,853.426466,-840.439549,-0.763834,-0.190526,847.509781,5665.330345,-4818.045731,-5665.574565,839.098942,-4819.067641,1,cluster0
371,40.178383,-30.264124,-2.518402,-4.887847,35.80149,243.093331,-203.793098,-238.645424,27.517091,-206.114046,1,cluster1
