@relation spambase-weka.filters.unsupervised.attribute.RandomProjection-N35-R71-DSparse1_clustered

@attribute Instance_number numeric
@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute K12 numeric
@attribute K13 numeric
@attribute K14 numeric
@attribute K15 numeric
@attribute K16 numeric
@attribute K17 numeric
@attribute K18 numeric
@attribute K19 numeric
@attribute K20 numeric
@attribute K21 numeric
@attribute K22 numeric
@attribute K23 numeric
@attribute K24 numeric
@attribute K25 numeric
@attribute K26 numeric
@attribute K27 numeric
@attribute K28 numeric
@attribute K29 numeric
@attribute K30 numeric
@attribute K31 numeric
@attribute K32 numeric
@attribute K33 numeric
@attribute K34 numeric
@attribute K35 numeric
@attribute Class {1,0}
@attribute Cluster {cluster0,cluster1}

@data
63,11.24101,-165.771119,24.380347,186.334026,24.231391,-7.756124,0.588897,-6.429373,165.182221,-170.433799,3.450245,-139.135641,5.471549,-9.444873,-170.416479,-4.728499,-0.083138,-191.074649,-0.500563,-159.341746,26.99228,-169.309698,-27.747454,28.507824,6.566205,-26.481325,-2.944486,-26.486521,171.611594,25.386669,-11.329344,-2.443924,-24.714633,-5.923614,-162.119956,1,cluster1
64,12.107035,-312.0099,60.410468,363.973157,61.609047,-6.285612,-0.725729,-7.174154,310.762824,-320.223285,-0.032909,-252.481046,1.028838,-8.149299,-316.35908,-5.107818,0.900666,-367.723047,2.345197,-304.317863,61.318063,-314.012151,-58.57969,61.683525,5.255042,-55.403109,0,-57.711933,318.560517,53.667594,-15.283616,-1.929505,-56.752377,-6.893562,-304.667737,1,cluster1
65,6.858921,-208.434994,58.136285,267.324722,63.462342,-3.429461,-2.286307,1.532865,208.434994,-211.864455,-1.143154,-149.545267,6.658003,-8.94431,-219.113087,-6.105479,-2.286307,-269.058504,3.228543,-209.967859,53.927402,-216.236151,-58.500016,69.366903,8.94431,-53.374878,1.532865,-58.500016,214.150762,54.907743,-11.230617,-10.087464,-59.090645,-9.145228,-203.86238,1,cluster1
66,3.39482,-335.713016,81.27302,414.912771,82.220452,-3.886722,1.536329,2.844027,333.184222,-336.740122,2.002251,-247.873791,7.08582,-12.117427,-336.546132,-5.712304,-0.382783,-407.532502,8.400446,-333.355695,83.237166,-347.669362,-82.431762,92.524422,12.60933,-73.710886,-3.680608,-78.83256,339.234275,72.32871,-14.32406,-12.592009,-74.66871,-8.383126,-333.489062,1,cluster1
67,10.184459,-31.990978,6.062178,24.456557,17.926726,-5.092229,0,-6.772319,26.898749,-39.629322,2.546115,-29.340941,4.648824,-9.741054,-35.403119,-3.41214,0,-30.858217,2.10271,-17.580316,4.330127,-31.547573,-6.876242,8.164888,4.648824,-5.639557,0.866025,0.762102,39.629322,3.959468,-12.287168,-2.10271,-3.093443,-12.730573,-19.260405,1,cluster1
68,12.765214,-523.721935,113.144487,632.198545,129.626682,-5.37109,-2.303628,-7.02693,523.306243,-537.282161,-0.590629,-416.263771,7.681645,-11.436731,-530.166896,-3.432925,-0.885078,-634.223312,4.631504,-515.984864,112.403169,-531.278872,-116.650158,123.923039,8.424695,-107.414863,-3.027625,-111.729401,535.792597,107.281495,-18.435949,-10.98813,-111.935515,-15.969508,-513.639667,1,cluster0
69,-3.39482,-240.997549,102.364203,343.015342,102.190998,-0.173205,-0.348142,3.742962,244.392369,-243.871022,-0.173205,-142.028166,7.70243,-4.309342,-244.045959,-0.174937,0.174937,-338.532794,7.877367,-244.392369,102.017793,-251.748389,-102.016061,110.068365,7.877367,-93.965488,-3.568025,-102.53914,243.871022,94.313631,-11.272187,-11.272187,-94.313631,-6.789639,-244.219164,1,cluster1
70,13.146266,-515.423679,487.064811,990.629139,499.280966,-6.564473,-4.382089,0.912791,500.11235,-504.477118,4.364768,1.351,127.773388,-136.502924,-520.7532,-7.494584,-4.399409,-883.513921,116.809506,-492.295605,498.350855,-630.050802,-500.550559,619.237609,138.702629,-375.906987,0.930111,-500.56788,517.623384,368.072921,-132.138156,-123.3913,-382.471459,-17.511034,-493.530557,1,cluster0
71,6.443229,-322.057527,108.092095,430.449267,106.590407,-4.589935,-1.068675,-2.019571,322.975514,-326.514094,1.835974,-218.255722,7.574258,-9.56092,-325.41251,-4.423658,-0.767299,-427.01461,4.052999,-322.641228,105.054078,-328.713798,-103.985402,113.981067,8.642934,-99.615438,-1.234952,-103.368792,326.514094,99.449161,-9.578241,-7.724947,-100.684113,-4.607255,-322.958194,1,cluster0
72,8.504369,-485.164752,212.517438,696.249784,211.119673,-5.386678,-0.888542,-3.117691,485.944175,-490.459631,0.762102,-277.924873,8.081749,-10.529137,-488.883465,-4.607255,-0.635663,-692.574372,5.125138,-484.224248,208.942485,-492.484398,-208.053943,219.184101,8.970291,-202.785044,-0.905863,-206.765297,491.221733,202.785044,-12.105303,-8.970291,-203.673587,-6.183421,-485.147431,1,cluster0
73,7.967434,-188.521606,22.622316,209.058532,24.906891,-5.963451,0,-4.264309,189.318349,-195.306049,1.207239,-168.805672,5.714036,-5.738284,-192.248979,-1.723391,-0.386247,-209.824099,1.344071,-185.850784,23.207749,-192.666404,-23.1835,25.173626,6.124532,-18.782359,-3.05707,-21.203766,196.102792,18.501767,-9.311505,-5.327788,-21.969332,-7.967434,-188.135359,1,cluster1
74,9.179869,-409.184879,138.856781,540.521096,137.594116,-7.089284,-2.634449,-3.19217,409.184879,-413.629321,-1.252273,-271.169874,7.503244,-13.470159,-416.684659,-3.904043,-1.943361,-537.483078,7.222652,-405.852413,136.331451,-415.014962,-136.201547,144.82716,13.042343,-126.905631,-0.410496,-134.398482,415.29209,122.068013,-16.402521,-10.548189,-128.708696,-8.331164,-404.589748,1,cluster0
75,0,-542.634198,425.072981,971.888349,430.882279,-1.628128,0,0.737854,547.535901,-550.792157,1.628128,-124.811581,47.527474,-44.271219,-558.042521,-2.365981,-1.628128,-929.983112,45.899346,-549.901883,421.986466,-595.063375,-425.260042,470.989648,47.527474,-378.453101,-2.535722,-423.631915,552.420285,380.819083,-47.527474,-52.429178,-383.354805,-13.042343,-547.535901,1,cluster0
76,10.23642,-170.281379,31.206359,197.834843,31.817773,-5.251578,-1.307698,-6.599114,173.347109,-181.111893,-2.185848,-150.619138,4.905168,-7.97263,-174.370751,-2.473369,0.14376,-202.286214,3.005108,-167.484117,26.263086,-176.946311,-28.305174,36.113259,5.048928,-24.421916,-0.87815,-24.647083,179.068073,23.971583,-13.241528,-6.070838,-23.685795,-9.21451,-169.10012,1,cluster1
77,5.797174,-1845.271505,81.193346,1921.883576,86.107174,-6.276952,-1.792673,-5.613577,1844.415872,-1853.431196,0.772495,-1770.722306,8.563259,-10.220832,-1850.973416,-2.757425,-0.576773,-1920.86513,5.424783,-1840.347284,75.688888,-1848.543349,-77.25293,82.345159,8.073089,-71.221929,-1.24188,-73.220716,1854.498139,69.302817,-14.869656,-6.481334,-72.21093,-8.677575,-1839.623287,1,cluster0
78,3.637307,-303.108891,26.988816,324.395796,32.458632,-2.130422,0,-3.374035,301.324879,-306.018737,1.472243,-273.941156,1.02191,-3.602666,-306.524496,0.1351,-1.056551,-325.005478,2.892525,-298.643664,28.991066,-306.694236,-26.479593,27.646995,7.898152,-22.049007,-1.208971,-24.34917,307.785429,19.731523,-6.14878,-4.641896,-24.525839,-8.279203,-296.977431,1,cluster1
79,18.221174,-17.905941,9.245687,25.980762,8.660254,-9.69602,0,-9.110587,17.905941,-26.431095,8.525154,-17.770841,12.581617,-11.410751,-7.624488,0.585433,-0.585433,-32.205753,-6.224991,-8.795354,8.074821,-20.206105,-9.245687,11.545851,11.996184,-5.774657,-9.69602,-8.660254,26.431095,5.774657,-11.996184,-2.885597,-5.774657,-9.110587,-17.320508,1,cluster1
80,11.535458,-197.453792,52.708038,238.070384,57.919779,-1.922576,0,-7.134317,197.453792,-207.066674,0,-154.914624,7.051179,-8.973755,-201.854933,-4.401141,0,-243.110651,7.051179,-190.319475,47.750909,-204.504971,-47.750909,59.759217,7.051179,-43.178295,2.478565,-47.750909,207.066674,45.656859,-18.586637,-7.051179,-43.178295,-9.612882,-187.84091,1,cluster1
81,8.660254,-901.054399,483.645743,1380.600378,489.917499,-4.10496,-1.460119,-2.73664,896.474857,-903.699241,1.662769,-413.187648,9.309773,-14.874852,-904.651869,-3.072658,-1.473975,-1375.922109,6.682252,-893.549423,485.048704,-907.90466,-485.632405,494.838255,11.975399,-476.035112,-0.871222,-483.990421,905.30312,474.129856,-16.139249,-9.124444,-477.436341,-8.608293,-892.716307,1,cluster0
82,2.511474,-100.632152,7.16203,117.000032,20.161071,1.264397,2.298431,-2.688143,104.408023,-107.953531,1.247077,-95.574564,4.922488,-1.394301,-104.000991,0.176669,2.724516,-120.238967,0.147224,-102.753914,14.246118,-108.083434,-19.090664,18.619546,3.888454,-11.001987,-5.429979,-19.516748,107.953531,15.830944,-3.905775,-6.417248,-17.502373,-10.045895,-106.902176,1,cluster1
83,4.43405,-67.82711,19.059487,85.632592,20.022507,-2.217025,-0.313501,-2.866544,72.26116,-78.598734,-2.217025,-58.889727,2.788602,-3.102103,-80.16624,-1.567506,0.313501,-88.218544,5.319128,-71.298139,16.551478,-77.266787,-14.020951,19.944565,7.536153,-7.738803,-0.96302,-12.430929,78.598734,9.306309,-11.970203,-7.536153,-12.486354,-8.8681,-72.26116,1,cluster1
84,0,-204.381995,48.209902,251.147367,46.765372,0,-0.48151,1.92604,204.381995,-203.900485,0,-157.616623,8.403911,-8.885421,-205.826526,-1.92604,0.48151,-243.706477,8.885421,-205.826526,45.320841,-212.785906,-44.839331,57.095323,8.885421,-37.398441,1.44453,-45.802352,203.900485,39.324482,-8.885421,-8.885421,-37.879951,0,-204.381995,1,cluster1
85,2.442192,-369.314801,104.970939,477.370523,114.86961,0.426084,4.692126,2.740104,366.093187,-369.61791,2.036892,-255.650699,6.638951,-10.887671,-365.526806,-4.794317,2.973931,-473.561743,8.019395,-366.268124,112.713206,-380.062177,-117.349906,124.70939,12.055074,-103.505624,-5.824887,-114.020905,372.00814,105.414344,-12.886458,-11.24101,-106.850214,-10.461587,-369.723565,1,cluster0
86,8.642934,-271.795145,35.527826,306.278544,37.291054,-5.405731,-0.21131,-5.000431,271.795145,-278.770113,-0.105655,-237.048474,1.635056,-6.952452,-276.989565,-4.195027,0.105655,-306.652667,2.416211,-269.216121,37.079744,-274.55257,-34.429706,37.162882,5.724428,-30.038957,-2.632717,-32.113954,278.770113,29.022243,-11.717324,-3.07439,-31.566626,-4.659217,-269.66299,1,cluster1
87,16.437162,-188.066077,40.02423,226.240476,47.787282,-6.841601,-3.20083,-7.298862,183.961116,-190.355848,4.10496,-144.418396,8.516494,-8.980683,-188.530266,-5.03334,-3.640771,-228.687864,-0.597558,-178.934705,44.569131,-189.74097,-44.104942,50.373234,10.349004,-39.693408,-3.640771,-49.138281,195.829128,37.885147,-13.102964,-6.244043,-44.262558,-10.963882,-177.102195,1,cluster1
88,3.687536,-1462.794849,252.274932,1712.634518,250.662393,-3.022429,-0.652983,-0.670304,1463.643554,-1464.958181,0.285788,-1213.00541,5.180564,-8.102534,-1466.717944,-3.703125,-0.308305,-1708.794561,6.100283,-1460.674819,249.898558,-1468.389373,-248.360497,254.78121,6.294273,-243.611214,-0.814064,-246.888254,1465.909077,242.50963,-9.877886,-7.22958,-244.094456,-4.259113,-1461.885523,1,cluster0
89,-15.744342,-65.817931,39.837169,105.655099,39.837169,15.744342,13.747287,1.997055,50.073589,-79.565218,0,-10.23642,4.584738,-6.581793,-65.817931,13.747287,1.997055,-83.328964,22.326135,-65.817931,39.837169,-70.402669,-22.095772,46.418962,6.581793,-31.258321,0,-26.089881,63.820876,17.511034,9.162549,-6.581793,-33.255376,15.744342,-65.817931,1,cluster1
90,11.656702,-338.534526,242.029852,573.637907,249.294073,-4.456567,-4.312807,-5.468084,335.624681,-340.451907,-2.51667,-92.578116,7.789032,-10.948293,-347.016379,-6.581793,-5.963451,-577.585251,3.765478,-331.663481,243.914323,-342.260168,-242.694959,254.918042,17.344757,-235.378777,-0.640859,-242.984212,347.241546,227.988116,-15.42218,-11.525066,-239.691583,-14.566547,-326.301052,1,cluster0
91,6.107211,-5262.460524,337.086532,5591.770148,342.632559,-5.999824,-1.430674,-7.000949,5260.626282,-5270.694693,-0.75171,-4930.758938,15.307865,-12.255992,-5267.864522,-1.667965,-1.882739,-5586.698703,7.163762,-5255.968797,330.534184,-5269.364478,-332.799706,343.41025,12.462106,-323.460488,-2.002251,-329.427403,5268.870844,322.736491,-18.983277,-8.978951,-324.5257,-10.50662,-5255.440522,1,cluster0
92,7.49978,-4249.169232,1323.317994,5565.61618,1329.776811,-5.805834,-0.718801,-7.624488,4246.576352,-4256.72617,0.637395,-2930.191758,17.280671,-14.926814,-4255.212357,-3.244131,-1.7563,-5558.797096,9.075946,-4242.367469,1318.255209,-4258.839272,-1319.136823,1333.511113,14.641025,-1308.832853,-1.453191,-1316.956171,4256.454238,1308.552261,-21.390827,-11.102446,-1309.227761,-9.664844,-4241.099607,1,cluster0
93,7.49978,-4249.1675,1323.31453,5565.61618,1329.776811,-5.804102,-0.718801,-7.62622,4246.57462,-4256.72617,0.639127,-2930.191758,17.278939,-14.928546,-4255.212357,-3.244131,-1.754567,-5558.795364,9.075946,-4242.364005,1318.258673,-4258.839272,-1319.136823,1333.509381,14.641025,-1308.832853,-1.453191,-1316.957903,4256.454238,1308.550529,-21.390827,-11.102446,-1309.227761,-9.664844,-4241.099607,1,cluster0
94,8.002075,-176.501173,23.131539,198.250535,22.378096,-12.614526,-7.246901,-3.800119,178.09466,-179.000523,-2.222221,-161.479097,7.255561,-9.261276,-176.979219,-1.182991,3.431193,-198.894858,0.294449,-173.438908,18.42036,-172.124281,-22.00917,26.018867,3.481422,-14.040004,-1.28345,-23.905765,181.408073,11.850692,-11.483497,-5.888973,-16.489124,-8.781498,-172.668145,1,cluster1
95,4.867063,-156.81988,57.036433,210.634699,56.23969,-3.221615,0.796743,-3.238935,157.616623,-160.855558,1.628128,-104.633189,6.245775,-6.263096,-155.174432,-0.017321,-0.814064,-210.035409,3.024161,-153.580945,56.222369,-160.640784,-57.833176,57.653043,5.449032,-49.976594,-2.424871,-53.018075,161.652302,52.384145,-7.07716,-3.820904,-51.587401,-4.832422,-158.396046,1,cluster1
96,7.898152,-539.707032,108.48527,647.769682,108.703509,-5.45596,-1.423746,-1.825582,541.525685,-546.181438,0.606218,-437.100342,7.304058,-10.546457,-545.568292,-5.466352,-0.394908,-644.920458,5.090497,-540.701229,104.037364,-547.01109,-104.432271,115.394421,8.121586,-99.140856,-0.807136,-103.036238,546.181438,99.757466,-11.776213,-9.334022,-101.17082,-6.685716,-540.295929,1,cluster0
97,5.213473,-383.025716,107.674671,490.91516,106.399881,-3.723909,-0.999393,-1.449727,383.770497,-386.495013,1.489564,-278.86018,6.102015,-7.84619,-385.790069,-3.763746,-0.49017,-488.067669,3.377499,-383.555723,105.125092,-388.382949,-104.125698,112.541733,7.101408,-100.533425,-0.959556,-103.890139,386.495013,100.573262,-7.84619,-6.356626,-101.532818,-3.723909,-383.770497,1,cluster0
98,-0.019053,-330.839025,28.942569,357.131556,34.675657,0,-0.897202,0.717069,327.686692,-332.378818,2.095781,-301.735375,7.58465,-8.499173,-332.756405,-0.394908,0.897202,-350.225869,7.406249,-327.167077,28.907928,-339.82144,-27.652191,36.026657,10.936169,-18.668044,-0.860829,-27.709349,332.020283,21.499947,-10.577634,-8.123318,-22.360776,-4.872259,-325.913072,1,cluster1
99,10.738715,-195.508699,36.057834,228.180373,37.931913,-8.04884,-0.112583,-9.117515,196.946301,-203.801758,-2.367713,-168.857633,10.562046,-8.138907,-200.214681,-2.146011,-1.510348,-227.825303,4.063391,-192.704509,29.760097,-201.4046,-33.620838,41.338857,6.903955,-27.312709,-0.807136,-30.07533,205.22204,27.513627,-15.529568,-8.341557,-27.425292,-7.17069,-191.703383,1,cluster1
100,9.820728,-47.05982,7.101408,47.354269,16.246637,-2.442192,1.212436,-7.932793,51.961524,-59.340061,0,-45.552936,-4.151726,-4.439246,-56.274331,-3.100371,0,-55.818801,1.997055,-44.028732,11.899189,-53.958579,-10.652112,7.851386,9.358271,-4.411533,-4.243524,-9.439677,60.552496,-2.291503,-11.817783,-6.898758,-8.100802,-13.492676,-44.582988,1,cluster1
101,2.722784,-502.433298,226.936761,728.17148,232.49318,0,-0.327358,-2.395426,504.650323,-510.080303,-1.108513,-283.675281,17.11093,-15.221262,-507.234543,-1.473975,0.327358,-717.474334,16.783572,-502.419442,225.752038,-523.198855,-225.261868,245.320748,17.6011,-207.861685,-1.23322,-224.970883,509.91749,210.606986,-23.032812,-19.326223,-210.731694,-7.648736,-501.889434,1,cluster0
102,-0.528275,-114.315353,34.985694,152.420471,38.105118,0,-1.058283,9.474318,114.315353,-113.785346,0,-75.68196,8.467996,-9.526279,-110.667654,-9.474318,1.058283,-145.542497,8.998004,-116.963659,35.456812,-128.022803,-33.870254,55.519157,10.054555,-26.99228,-3.647699,-36.515095,113.25707,31.227144,-15.294009,-15.822284,-29.107114,-5.239454,-114.315353,1,cluster1
103,2.722784,-502.433298,226.936761,728.17148,232.49318,0,-0.327358,-2.395426,504.650323,-510.080303,-1.108513,-283.675281,17.11093,-15.221262,-507.234543,-1.473975,0.327358,-717.474334,16.783572,-502.419442,225.752038,-523.198855,-225.261868,245.320748,17.6011,-207.861685,-1.23322,-224.970883,509.91749,210.606986,-23.032812,-19.326223,-210.731694,-7.648736,-501.889434,1,cluster0
104,-0.528275,-114.315353,34.985694,152.420471,38.105118,0,-1.058283,9.474318,114.315353,-113.785346,0,-75.68196,8.467996,-9.526279,-110.667654,-9.474318,1.058283,-145.542497,8.998004,-116.963659,35.456812,-128.022803,-33.870254,55.519157,10.054555,-26.99228,-3.647699,-36.515095,113.25707,31.227144,-15.294009,-15.822284,-29.107114,-5.239454,-114.315353,1,cluster1
105,2.722784,-502.433298,226.936761,728.17148,232.49318,0,-0.327358,-2.395426,504.650323,-510.080303,-1.108513,-283.675281,17.11093,-15.221262,-507.234543,-1.473975,0.327358,-717.474334,16.783572,-502.419442,225.752038,-523.198855,-225.261868,245.320748,17.6011,-207.861685,-1.23322,-224.970883,509.91749,210.606986,-23.032812,-19.326223,-210.731694,-7.648736,-501.889434,1,cluster0
106,-0.528275,-114.315353,34.985694,152.420471,38.105118,0,-1.058283,9.474318,114.315353,-113.785346,0,-75.68196,8.467996,-9.526279,-110.667654,-9.474318,1.058283,-145.542497,8.998004,-116.963659,35.456812,-128.022803,-33.870254,55.519157,10.054555,-26.99228,-3.647699,-36.515095,113.25707,31.227144,-15.294009,-15.822284,-29.107114,-5.239454,-114.315353,1,cluster1
107,0.568113,-288.247895,36.168685,324.984693,42.210078,0,-0.400104,-0.769031,289.616216,-293.520258,0,-256.017894,9.633667,-7.29713,-292.186579,-1.200311,0.400104,-319.856091,9.233563,-289.048103,37.30491,-301.020038,-36.705621,47.37159,10.232956,-26.103738,-2.135619,-37.705014,293.321072,28.871555,-14.138731,-11.000255,-29.638853,-5.274095,-287.646874,1,cluster1
108,-0.528275,-114.315353,34.985694,152.420471,38.105118,0,-1.058283,9.474318,114.315353,-113.785346,0,-75.68196,8.467996,-9.526279,-110.667654,-9.474318,1.058283,-145.542497,8.998004,-116.963659,35.456812,-128.022803,-33.870254,55.519157,10.054555,-26.99228,-3.647699,-36.515095,113.25707,31.227144,-15.294009,-15.822284,-29.107114,-5.239454,-114.315353,1,cluster1
109,6.789639,-131.566579,103.923048,225.305169,114.107507,-6.789639,0,-3.39482,124.77694,-134.961399,3.39482,-24.248711,14.074645,-20.864284,-134.961399,-3.39482,0,-218.020163,10.679825,-117.987301,103.923048,-138.851585,-107.317868,114.602874,14.074645,-96.638043,0,-97.133409,134.961399,93.243223,-17.469464,-10.679825,-93.243223,-10.184459,-121.382121,1,cluster1
110,-4.260845,-58.092984,6.905687,70.21734,16.385201,0,4.260845,3.303021,62.353829,-58.092984,0,-50.229473,6.48653,-2.225685,-69.917695,-3.303021,0,-75.55552,2.225685,-65.65685,8.821335,-64.579514,-17.343025,17.653062,2.225685,-14.159515,-0.957824,-13.08218,62.353829,17.462536,2.03516,-6.48653,-14.159515,-4.260845,-66.614674,1,cluster1
111,4.122281,-116.047404,45.397052,158.690495,50.887653,0,-0.254611,-3.867669,114.679084,-119.915074,0,-73.404313,4.790853,-3.677144,-116.047404,-0.254611,0.254611,-157.767312,5.045464,-111.925123,46.765372,-120.838257,-45.14244,50.442516,5.045464,-40.096976,0,-45.651663,119.915074,41.719908,-9.167745,-3.677144,-41.719908,-2.753961,-111.925123,1,cluster1
112,3.949076,-364.555126,138.352754,501.636555,137.592384,-3.59747,0.658179,-2.632717,365.769293,-367.539449,-0.306573,-229.391077,8.925258,-9.62847,-366.574697,-1.111977,-0.408764,-498.283305,5.327788,-363.238767,137.18362,-371.550879,-138.454945,144.792519,8.516494,-131.504226,-1.622932,-134.755285,368.095438,130.187867,-9.276864,-7.960506,-130.085676,-3.949076,-366.779079,1,cluster0
113,4.10496,-135.099963,12.037753,144.660883,9.578241,-2.459512,-0.632199,-1.01325,135.099963,-136.113213,0.814064,-123.06221,0.680696,-4.603791,-135.931347,-2.277647,0.632199,-144.162053,1.330215,-133.454515,12.037753,-136.612043,-9.760106,12.536584,4.603791,-7.615827,-0.814064,-11.024503,136.113213,6.602578,-5.435175,-2.144279,-8.248026,-1.645448,-134.268579,1,cluster1
114,4.714642,-882.495475,66.509019,938.529051,77.37071,-3.46237,-1.10678,-0.917987,868.34462,-881.042284,8.731268,-806.512138,8.686235,-12.654363,-882.291093,-3.706589,-1.073872,-928.907508,6.247507,-865.486736,67.569034,-888.65638,-63.360151,71.041796,15.716629,-58.139749,-0.879882,-57.970008,883.157118,57.304901,-11.561439,-7.612363,-59.953207,-15.659471,-864.589534,1,cluster0
115,6.183421,-251.112726,35.614429,284.905037,33.792311,-3.533384,-0.155885,-1.555382,252.879418,-255.373571,-1.766692,-219.087107,2.376374,-6.065642,-256.468227,-3.744694,0.155885,-284.194897,3.415604,-251.168152,32.85354,-256.139138,-32.697655,39.030033,4.29895,-29.337477,0.055426,-31.242732,256.256917,29.548787,-8.71568,-6.065642,-30.376707,-5.300075,-251.996072,1,cluster1
116,3.723909,-1017.351219,167.354213,1184.28974,167.749121,-3.148868,-0.33775,-3.292629,1017.784231,-1020.706201,0.575041,-853.29483,5.443836,-5.719232,-1018.594831,-1.699142,-0.559452,-1182.096963,3.671948,-1015.799301,165.80576,-1020.740842,-165.963376,170.215561,5.057588,-162.180577,-1.583094,-164.702443,1022.091842,161.745833,-7.655665,-4.624576,-161.738904,-3.637307,-1016.454016,1,cluster0
117,3.723909,-1008.690965,167.354213,1175.629486,167.749121,-3.148868,-0.322161,-3.308217,1009.123977,-1012.061536,0.575041,-844.634576,5.475013,-5.73482,-1009.934577,-1.683553,-0.575041,-1173.421121,3.687536,-1007.139047,165.80576,-1012.111765,-165.978965,170.23115,5.073177,-162.180577,-1.583094,-164.686855,1013.447176,161.730244,-7.671253,-4.640164,-161.723316,-3.637307,-1007.793762,1,cluster0
118,15.519175,-546.773799,516.397092,1051.146994,526.543446,-8.8681,-4.43405,0.938772,531.254624,-535.688674,4.43405,1.939897,180.039753,-191.124878,-554.363646,-9.806872,-4.43405,-891.999238,168.954628,-523.325295,527.821699,-713.511402,-530.038724,700.870895,191.124878,-353.154767,0.938772,-530.038724,548.990824,345.225439,-186.690828,-175.605703,-359.805842,-17.7362,-524.603549,1,cluster0
119,11.622061,-341.250382,241.220984,574.400009,249.224791,-4.418462,-4.292022,-5.289683,337.370588,-342.170101,-1.525937,-94.327487,7.600239,-10.762964,-348.829836,-6.659735,-5.92881,-578.631409,3.611326,-333.556612,243.770563,-343.858851,-242.547735,253.889204,17.138643,-235.536393,-0.47285,-243.838113,348.925099,228.324134,-15.233387,-10.349004,-239.828415,-13.509996,-327.115116,1,cluster0
