@relation spambase-weka.filters.unsupervised.attribute.RandomProjection-N20-R42-DSparse1_clustered

@attribute Instance_number numeric
@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute K12 numeric
@attribute K13 numeric
@attribute K14 numeric
@attribute K15 numeric
@attribute K16 numeric
@attribute K17 numeric
@attribute K18 numeric
@attribute K19 numeric
@attribute K20 numeric
@attribute Class {1,0}
@attribute Cluster {cluster0,cluster1}

@data
116,3.464102,-0.34641,0.35507,-0.770763,-167.096138,158.707815,-0.251147,-0.315233,-3.992377,1014.491603,-0.173205,1018.532477,1020.862086,1017.80848,1018.279598,1019.751841,-1018.452803,-162.774671,-849.801284,-2.282843,1,cluster1
117,3.464102,-0.34641,0.370659,-0.755174,-167.111726,158.692227,-0.235559,-0.315233,-4.007966,1005.831349,-0.173205,1009.872223,1012.186243,1009.148226,1009.619344,1011.091587,-1009.792549,-162.774671,-841.156618,-2.282843,1,cluster1
118,15.519175,2.217025,4.43405,-17.7362,-526.543446,330.984517,-6.651075,0,-11.085125,355.648921,-2.217025,540.122724,537.905699,531.254624,538.84447,543.27852,-536.627445,-521.170624,7.312719,6.651075,1,cluster1
119,12.557368,2.909845,2.445656,-7.201867,-242.630873,219.52878,2.445656,3.483154,-13.097768,328.303302,-3.862473,337.749907,343.999147,337.176599,344.553403,341.695519,-338.802994,-238.990102,-88.374428,-8.298255,1,cluster1
120,3.464102,-0.34641,0.35507,-0.770763,-167.096138,158.707815,-0.251147,-0.315233,-3.992377,1014.491603,-0.173205,1018.532477,1020.862086,1017.80848,1018.279598,1019.751841,-1018.452803,-162.774671,-849.801284,-2.282843,1,cluster1
121,3.464102,-0.34641,0.370659,-0.755174,-167.111726,158.692227,-0.235559,-0.315233,-4.007966,1005.831349,-0.173205,1009.872223,1012.186243,1009.148226,1009.619344,1011.091587,-1009.792549,-162.774671,-841.156618,-2.282843,1,cluster1
122,7.248633,-2.485493,-0.410496,-2.409283,-1031.131415,1010.788478,2.53399,0.374123,-8.66545,4163.408468,-0.240755,4182.616912,4184.723086,4176.864771,4181.298821,4181.908503,-4181.283233,-1023.46709,-3143.710321,-4.394213,1,cluster1
123,2.024767,0.746514,1.385641,0.639127,-258.11714,246.247395,1.385641,0.403568,-1.662769,1691.136303,-0.554256,1702.067276,1699.295995,1700.193197,1701.066151,1701.897535,-1701.343279,-254.601076,-1440.709469,-0.233827,1,cluster1
124,0.519615,1.593487,-0.536936,-0.976877,-85.42821,79.244789,0.536936,2.151207,-3.169653,476.30358,-1.513812,481.510125,481.950065,480.952404,480.533248,482.805699,-482.726024,-82.040319,-395.922566,-1.15701,1,cluster1
125,9.301113,-2.04382,1.125833,-8.746857,-176.173816,157.188807,-7.361216,-1.361392,-8.954703,1131.096727,-0.848705,1139.360342,1139.741393,1138.712555,1139.436552,1146.139589,-1139.71368,-164.340445,-951.834665,2.210097,1,cluster1
126,7.863511,-0,0.711873,-4.536241,-91.10414,74.537074,-3.670216,5.539098,-14.706843,277.677189,-3.481422,283.172987,291.20797,284.614053,282.461114,288.575253,-284.193164,-85.222096,-190.775004,-3.807048,1,cluster1
127,8.244562,-2.06114,1.02191,-2.06114,-58.179587,30.570697,-1.03923,-1.02191,-10.305702,278.150039,0,293.409407,301.671289,293.426727,294.166313,297.249363,-293.127083,-52.29581,-234.507555,-6.183421,1,cluster1
128,11.777945,1.385641,0.69282,-6.235383,-23.576676,6.169565,0,1.060015,-11.085125,193.903088,-2.771281,198.839433,203.689175,196.393777,199.36944,202.140722,-199.36944,-16.769716,-167.804546,-5.216937,1,cluster1
129,12.921099,-3.585345,-0.710141,-4.295486,-579.784955,512.354485,-2.165064,-0.452065,-16.506444,722.78307,0,777.2578,789.503399,781.29521,780.392812,784.688298,-779.64803,-568.997743,-196.537537,-10.30397,1,cluster1
130,7.239972,1.316359,0.140296,-3.80878,-136.866655,119.367746,-3.1506,3.600934,-8.696627,484.314315,-1.316359,496.267197,496.126901,493.982622,495.328426,494.670247,-495.328426,-133.09598,-356.012651,-2.942754,1,cluster1
131,7.621024,0.69282,0.69282,-4.156922,-20.78461,10.428678,-0.69282,-0.69282,-10.392305,161.809918,-0.69282,167.316108,169.394569,164.544827,161.983124,167.525686,-166.140046,-16.41811,-142.857819,-6.928203,1,cluster1
132,5.837011,0.969948,1.76496,-0.174937,-32.734028,23.954263,-1.144886,1.939897,-6.632023,245.152739,-0.969948,251.355213,249.607574,251.355213,249.494991,250.464939,-250.464939,-28.949497,-216.251739,-4.867063,1,cluster1
133,4.43405,1.385641,0.512687,-0.024249,-40.720514,32.751349,2.192776,1.409889,-6.037929,296.650074,-2.494153,300.268328,302.526922,301.075464,304.129069,302.708788,-301.894724,-36.610358,-258.392536,-3.349786,1,cluster1
134,0,0,-4.754479,-0.372391,-45.857777,36.373067,-2.554775,2.928898,0.372391,119.206665,0,131.635861,132.008252,130.889347,134.190636,129.825868,-136.390341,-39.982661,-86.843295,1.43587,1,cluster1
135,2.355589,-0.6755,-0.204382,-1.226292,-54.770911,48.327682,2.480297,0.277128,-2.480297,1259.883365,-0.658179,1266.752679,1263.943292,1263.773551,1265.678807,1263.998718,-1265.332397,-49.43273,-1210.291286,-2.320948,1,cluster1
136,2.355589,-0.6755,-0.204382,-1.226292,-54.770911,48.327682,2.480297,0.277128,-2.480297,1259.883365,-0.658179,1266.752679,1263.943292,1263.773551,1265.678807,1263.998718,-1265.332397,-49.43273,-1210.291286,-2.320948,1,cluster1
137,5.750409,0.571577,-2.407551,-2.39023,-36.045709,20.060612,4.486012,0.365463,-5.646486,513.797284,-1.143154,527.686599,528.985637,527.910034,529.609175,526.179715,-530.78697,-33.513451,-486.617942,-6.115871,1,cluster1
138,-2.580756,0,0,-5.161511,-11.206369,-6.183421,10.323023,5.161511,-7.742267,14.566547,-2.580756,24.21407,11.310292,16.471803,13.891047,16.471803,-21.633315,-3.464102,-18.169213,-5.161511,1,cluster1
139,2.857884,1.420282,-0.718801,-2.139083,-19.754039,8.852512,2.139083,2.857884,-4.996967,114.308425,-2.857884,119.494185,123.088191,119.511506,120.949108,119.511506,-116.653622,-14.774393,-101.160427,0,1,cluster1
140,5.750409,0.571577,-2.407551,-2.39023,-36.045709,20.060612,4.486012,0.365463,-5.646486,513.797284,-1.143154,527.686599,528.985637,527.910034,529.609175,526.179715,-530.78697,-33.513451,-486.617942,-6.115871,1,cluster1
141,2.73664,0,2.73664,0,-40.320411,31.433258,0,-2.253398,-2.73664,56.203317,0,62.353829,65.090469,59.133947,66.056954,63.320313,-63.320313,-38.387442,-21.066934,-3.219882,1,cluster1
142,7.248633,-2.485493,-0.410496,-2.409283,-1031.131415,1010.788478,2.53399,0.374123,-8.66545,4163.408468,-0.240755,4182.616912,4184.723086,4176.864771,4181.298821,4181.908503,-4181.283233,-1023.46709,-3143.710321,-4.394213,1,cluster1
143,2.73664,0,2.73664,0,-40.320411,31.433258,0,-2.253398,-2.73664,56.203317,0,62.353829,65.090469,59.133947,66.056954,63.320313,-63.320313,-38.387442,-21.066934,-3.219882,1,cluster1
144,9.595561,-2.39023,2.39023,0,-13.076984,-12.992113,9.612882,0,-9.595561,20.471108,0,24.924211,22.533981,17.701559,23.755077,21.347526,-21.364847,4.945005,-15.406592,-12.003112,1,cluster1
145,0,0,-4.754479,-0.372391,-49.321879,39.357391,-2.554775,2.928898,0.372391,120.458938,0,133.367912,133.740303,132.621398,135.922687,131.557919,-138.122392,-43.446762,-85.111245,1.43587,1,cluster1
146,5.750409,0.571577,-2.407551,-2.39023,-36.045709,20.060612,4.486012,0.365463,-5.646486,513.797284,-1.143154,527.686599,528.985637,527.910034,529.609175,526.179715,-530.78697,-33.513451,-486.617942,-6.115871,1,cluster1
147,2.573828,-0.062354,1.247077,0.581969,-228.89571,217.488424,1.524205,0.379319,-2.494153,1725.015217,-0.744782,1735.594584,1733.135071,1733.161052,1735.783377,1735.298403,-1735.54089,-224.920654,-1502.204201,-0.722265,1,cluster1
148,3.135012,-1.247077,1.669697,-0.109119,-58.110305,54.422768,-1.482635,-4.16385,-2.916774,209.415335,0.109119,213.042249,211.886971,212.200473,214.289326,215.148423,-212.52783,-55.895012,-150.00426,-2.215293,1,cluster1
149,12.210958,1.402961,0.398372,-8.054036,-34.590787,20.391434,-1.489564,-4.48428,-3.221615,225.689684,-1.402961,235.801397,226.517605,227.156731,229.280226,230.700507,-232.571122,-22.021294,-184.608903,0.240755,1,cluster1
150,8.123318,-0.6755,0.6755,-4.052999,-32.908965,21.579621,0.6755,-4.052999,-7.447818,197.625265,0,199.480292,199.497612,196.778292,197.905857,199.932357,-197.905857,-31.7814,-157.337763,-5.421319,1,cluster1
151,12.695932,2.927166,2.482029,-7.269417,-242.630873,218.939882,2.482029,3.498743,-13.238064,319.196179,-3.897114,329.089653,335.389122,328.518077,336.243023,333.333178,-330.406012,-238.676601,-79.402405,-8.383126,1,cluster1
152,9.335754,4.676537,1.160474,-2.338269,-4.035678,-11.819515,4.659217,4.676537,-14.029612,55.314775,-4.676537,57.157677,64.172482,58.318151,56.326292,59.842355,-58.664561,-3.671948,-48.133692,-8.17528,1,cluster1
153,3.221615,1.073872,0.892006,-0.181865,-27.530948,20.969939,0.892006,1.073872,-4.113621,204.142972,-1.073872,209.99384,206.954091,208.919968,208.599539,209.673411,-209.673411,-23.737756,-179.197977,-3.221615,1,cluster1
154,6.408588,0.571577,2.805922,1.645448,-31.03835,25.727883,-0.69282,1.143154,-5.12687,348.391628,-0.571577,352.749467,351.155981,354.516159,351.855729,352.461947,-352.444627,-28.57191,-318.32669,-5.837011,1,cluster1
155,8.244562,-8.244562,0,-4.122281,-27.297121,6.694376,12.366843,0,-20.611405,61.70431,0,74.062493,65.817931,65.817931,61.69565,61.69565,-65.817931,-14.930278,-55.009934,-16.489124,1,cluster1
156,6.80696,4.537973,2.268987,-9.093267,-324.633087,229.08104,-6.82428,0.20265,-6.82428,419.819671,-2.268987,510.833745,506.295772,503.824135,499.674141,511.053715,-506.498422,-314.93187,-174.653075,4.335323,1,cluster1
157,3.914435,2.355589,0.545596,-3.351518,-80.999356,63.755058,2.901185,1.576166,-6.81562,192.766863,-2.355589,203.429367,204.459938,201.870522,203.663194,203.663194,-202.883771,-78.661087,-121.728531,-3.914435,1,cluster1
158,4.41673,-2.217025,0.727461,-5.161511,-184.601975,170.288307,2.199705,1.472243,-4.41673,337.968146,-2.199705,344.175816,345.6827,348.609866,354.200926,349.039415,-345.332826,-181.955401,-155.524306,3.671948,1,cluster1
159,0.86949,0.065818,0,-0.065818,-171.793459,157.871235,0,-13.511728,-1.402961,1037.966087,-15.169301,1038.333282,1065.647723,1050.632575,1051.046535,1051.822494,-1051.35484,-171.246131,-865.102221,1.051355,1,cluster1
160,0.316965,0.064086,0,-0.791547,-172.834422,158.841183,1.472243,-9.886546,-2.217025,1100.24717,-12.309685,1102.472856,1122.114312,1111.043043,1111.247425,1112.229498,-1112.593229,-171.029625,-929.004503,0.081406,1,cluster1
161,11.189048,-7.188011,-3.238935,-4.849742,-20.552515,7.707626,-7.257293,-3.384427,-7.950113,166.127921,-0.796743,175.872439,182.315668,176.849316,171.994377,180.013772,-174.401928,-10.449463,-146.294207,-4.617647,1,cluster1
162,7.84619,1.004589,0.460726,-2.812851,-67.78554,53.328112,0.928379,0.762102,-8.566723,751.458903,-0.502295,759.417677,761.260579,757.166011,758.092658,757.122709,-759.114568,-63.592245,-690.102735,-7.343895,1,cluster1
163,3.550704,-0.588897,1.603879,-0.769031,-24.726757,13.525585,1.603879,-0.588897,-3.405212,200.528182,0,207.880738,205.705282,204.918931,204.330034,206.720264,-205.525149,-18.965956,-181.65056,-3.550704,1,cluster1
164,11.189048,-7.188011,-3.238935,-4.849742,-20.552515,7.707626,-7.257293,-3.384427,-7.950113,166.127921,-0.796743,175.872439,182.315668,176.849316,171.994377,180.013772,-174.401928,-10.449463,-146.294207,-4.617647,1,cluster1
165,12.903779,-5.369358,1.610807,-4.832422,-37.568182,17.228709,-0.536936,-1.073872,-12.366843,186.969689,0,187.962154,201.402868,192.25764,196.374724,196.374724,-188.857624,-30.766418,-146.276887,-5.386678,1,cluster1
166,0,3.637307,3.637307,1.818653,-58.889727,47.458192,3.637307,5.45596,-3.637307,181.085912,-5.45596,187.061487,187.061487,187.061487,187.061487,185.242834,-187.061487,-58.889727,-129.990413,1.818653,1,cluster1
167,3.671948,-0.623538,0.505759,-1.330215,-108.014152,94.227028,2.965271,0.606218,-5.407463,443.706384,-0.606218,449.709672,453.516719,448.479916,452.169184,452.775402,-450.315889,-99.54096,-341.511922,-3.048409,1,cluster1
168,1.661037,-0.08487,1.056551,-0.174937,-229.191891,217.658165,1.03923,0.12644,-2.355589,1625.792955,-0.779423,1636.699679,1633.824474,1634.409907,1635.501099,1636.834779,-1636.038035,-224.79941,-1403.910318,-0.233827,1,cluster1
169,8.002075,-1.991858,0.987269,-1.991858,-58.144946,30.645175,-1.004589,-1.974538,-9.993933,281.37685,0,297.895418,303.940276,295.938201,298.809941,300.8018,-296.818083,-52.276757,-237.883322,-5.022947,1,cluster1
170,6.408588,1.351,2.535722,1.617735,-117.734422,109.276818,-0.685892,0.450333,-2.518402,970.043715,-1.801333,983.060077,979.173355,985.363704,978.608706,981.328026,-983.579692,-117.398404,-855.709309,-5.975575,1,cluster1
171,3.238935,-0.467654,-0.452065,-5.925346,-82.726211,72.555608,-4.03741,-0.363731,-7.58465,986.396007,-0.680696,994.301087,996.294677,994.313211,990.546,999.852309,-994.933285,-75.602286,-909.13788,-0.923183,1,cluster1
172,6.062178,0.866025,1.113709,-1.484368,-32.290623,24.248711,-2.350393,1.732051,-7.175886,293.830295,-0.866025,299.64479,299.397106,299.64479,297.725677,300.323754,-299.457728,-27.899874,-263.706468,-5.196152,1,cluster1
173,3.775871,0.935307,0.769031,-0.166277,-28.481843,20.526534,-0.166277,1.870615,-4.544901,221.58992,-0.935307,227.03722,225.367523,226.101912,227.665954,226.730647,-227.665954,-24.278156,-195.723473,-2.840563,1,cluster1
174,10.807997,-2.701999,-1.351,-4.052999,-24.629762,16.887495,1.351,-4.052999,-2.701999,79.830222,0,88.923488,87.572489,84.87049,91.814281,87.761282,-90.463282,-16.334971,-51.945936,0,1,cluster1
175,10.600151,0,-1.766692,-1.766692,-29.410223,20.336009,0,-3.533384,-5.300075,141.683488,0,152.524394,154.291086,145.457627,148.900944,150.667636,-155.967711,-22.433522,-110.837395,-5.300075,1,cluster1
176,0,0,0,0,-34.952785,1.558846,-31.488684,0,0,48.635987,0,19.052559,19.052559,19.052559,19.052559,19.052559,-19.052559,-3.464102,15.900226,31.488684,1,cluster1
177,7.104872,-0.904131,0,-2.975663,-49.510672,34.968374,-0.796743,1.91738,-11.622061,259.412714,-1.541525,263.361789,268.85239,263.65797,264.127356,266.482945,-263.347933,-42.838813,-212.250702,-4.023554,1,cluster1
178,5.715768,-0.571577,1.051355,-1.234952,-211.772656,196.321031,1.622932,1.143154,-7.338699,557.586992,-0.571577,564.076987,568.741399,563.50541,566.229926,566.801502,-564.515195,-203.424171,-352.254101,-4.572614,1,cluster1
179,10.600151,0,-1.766692,-1.766692,-29.410223,20.336009,0,-3.533384,-5.300075,141.683488,0,152.524394,154.291086,145.457627,148.902676,150.669368,-155.969443,-22.43179,-110.835663,-5.300075,1,cluster1
180,6.569669,-1.096388,-0.100459,-1.532865,-518.801178,505.538865,0.627002,-2.163331,-6.031001,1192.004294,-0.433013,1205.477917,1204.556466,1200.950336,1204.845719,1203.390796,-1203.51204,-515.695611,-679.585723,-1.602147,1,cluster1
181,6.55408,-1.028838,-0.083138,-1.617735,-106.557498,96.691736,0.627002,-1.986662,-6.065642,923.553739,-0.138564,933.772839,932.262491,929.101498,932.950115,931.477872,-931.581795,-103.292582,-820.070632,-1.70607,1,cluster1
182,4.520653,-2.268987,0.744782,-5.282755,-184.584655,171.206294,2.251666,1.506884,-4.520653,302.66895,-2.251666,307.750787,309.292313,312.288761,317.528214,312.245459,-308.452268,-182.358969,-119.502845,3.75855,1,cluster1
183,7.849654,-0.88681,0,-2.958343,-49.50894,34.263429,-0.779423,1.915648,-12.349522,261.186334,-1.541525,265.111161,271.329223,265.391753,266.100162,268.43843,-265.338059,-42.634431,-213.74373,-4.783924,1,cluster1
184,4.382089,0,-0.102191,-0.102191,-12.645703,5.478477,-0.725729,0.623538,-4.279898,115.413474,0,118.402993,121.640196,117.779455,118.607375,117.360299,-117.983837,-12.543512,-105.348526,-3.135012,1,cluster1
185,0,0,0,0,-1.732051,0,0,0,0,10.392305,0,12.124356,12.124356,12.124356,15.162373,15.162373,-15.162373,1.305966,-7.354288,0,1,cluster1
186,3.06573,0.086603,0.408764,-0.197454,-25.073167,19.322759,0.356802,-0.121244,-2.781674,522.511231,-0.173205,525.279048,526.394489,524.568908,524.745577,525.698205,-525.057346,-20.642582,-498.231343,-2.217025,1,cluster1
187,10.825318,0.017321,5.403999,0,-109.327047,65.942638,21.633315,10.825318,-27.054634,97.985578,-10.825318,114.315353,119.736672,114.315353,119.719352,108.911355,-108.911355,-98.51905,-15.796303,-10.825318,1,cluster1
188,12.886458,-1.835974,-1.726855,-5.398802,-146.737612,124.858347,5.617041,0.322161,-14.831551,409.671585,-0.917987,419.364142,424.797585,419.04198,417.095155,416.177168,-418.013142,-144.581209,-263.179924,-9.536672,1,cluster1
189,4.035678,2.424871,1.37698,-4.252185,-80.237254,67.082328,1.35966,1.628128,-7.85485,159.114847,-2.424871,167.073621,168.156153,166.276878,166.476063,168.138832,-166.510704,-77.812383,-86.134887,-4.035678,1,cluster1
190,6.80696,-2.927166,1.939897,-4.884383,-12.557368,2.310556,5.80237,-0.969948,-7.811549,84.912059,-0.969948,91.244437,88.334591,87.364643,91.227116,89.32186,-88.317271,5.940934,-79.691658,-3.897114,1,cluster1
191,12.592009,-1.143154,1.143154,-8.019395,-76.884003,57.460786,-12.592009,-1.023642,-20.611405,285.227199,-2.286307,286.34264,288.646267,287.366282,276.331386,293.51333,-284.350781,-61.472215,-200.018959,-5.8526,1,cluster1
192,1.385641,0,0,-2.788602,-24.958852,15.479338,2.771281,1.385641,-8.331164,173.788782,-1.385641,177.725733,174.919811,172.16585,175.598775,178.387377,-175.616095,-10.388841,-153.490878,-1.402961,1,cluster1
193,2.573828,-0.062354,1.506884,0.581969,-228.69306,217.943953,1.247077,0.176669,-2.494153,1687.065984,-0.744782,1697.229658,1694.510338,1695.535712,1696.431183,1697.210606,-1696.69099,-224.603688,-1464.544221,-1.264397,1,cluster1
194,3.238935,-0.467654,-0.452065,-5.925346,-82.726211,72.555608,-4.03741,-0.363731,-7.58465,986.396007,-0.680696,994.301087,996.294677,994.313211,990.546,999.852309,-994.933285,-75.602286,-909.13788,-0.923183,1,cluster1
195,2.823243,-1.402961,0,-1.14835,-19.30717,12.443053,-1.402961,0.254611,-4.226204,104.823715,0.254611,109.119201,110.284871,108.864589,109.373812,111.285996,-108.225463,-15.482802,-89.302808,-0.526543,1,cluster1
196,10.288382,0,0.935307,-0.935307,-117.280624,98.271367,0,2.307092,-10.288382,301.039091,-0.935307,313.501196,319.113041,315.870642,316.480324,315.545016,-318.350938,-110.622621,-192.306137,-8.854244,1,cluster1
197,3.238935,-0.467654,-0.452065,-5.925346,-82.726211,72.555608,-4.03741,-0.363731,-7.58465,986.396007,-0.680696,994.301087,996.294677,994.313211,990.568517,999.874826,-994.955802,-75.579769,-909.115364,-0.923183,1,cluster1
198,10.2191,0,0.917987,-0.917987,-117.282356,98.131071,-0.017321,2.274183,-10.2191,299.09573,-0.917987,311.769145,317.363669,314.102218,314.718828,313.835482,-316.606763,-110.633013,-190.584479,-8.821335,1,cluster1
199,2.667358,-0.883346,0.649519,-2.017839,-35.498381,19.440538,6.036197,-0.883346,-3.334198,152.747829,0,162.085315,156.932463,154.914624,155.948659,155.931338,-157.732671,-27.544804,-126.055194,-4.486012,1,cluster1
200,13.28483,2.857884,2.405819,-8.021127,-242.625677,218.538047,2.405819,3.413872,-12.867405,357.479698,-3.793191,367.194771,373.327963,366.638783,374.66857,370.91002,-368.069457,-240.173093,-117.161113,-8.142371,1,cluster1
201,6.668396,1.333679,-0.105655,-2.773013,-137.304864,120.303053,-1.439334,4.302414,-8.554599,433.795589,-1.991858,443.006635,443.80511,442.012438,445.370884,442.720847,-443.379026,-132.434337,-303.767071,-2.327876,1,cluster1
202,6.754998,1.351,-0.107387,-2.809386,-137.341237,120.065762,-1.458387,4.37516,-8.67411,435.371755,-2.026499,444.756006,445.538893,443.758345,446.936658,444.234659,-444.910159,-132.59715,-305.694843,-2.348661,1,cluster1
203,4.468691,0,2.234346,-8.746857,-80.661606,68.951211,-6.010216,-1.489564,-11.223689,244.910252,-0.502295,250.90488,249.172829,250.160098,242.513094,259.487192,-251.000143,-72.321781,-161.210629,-2.476833,1,cluster1
204,6.304665,-1.177795,-4.411533,-3.59747,-54.100607,37.353408,4.266041,-2.958343,-6.2579,620.190237,-2.753961,631.852135,631.587131,625.35348,632.609041,628.659965,-632.990092,-49.070731,-569.106862,-2.60154,1,cluster1
205,5.837011,0.969948,1.763228,-0.176669,-32.732296,23.879784,-1.146618,1.939897,-6.63029,232.952173,-0.969948,239.230858,237.48495,239.230858,237.386223,238.356172,-238.356172,-28.933909,-204.110063,-4.867063,1,cluster1
206,3.845153,0.952628,0.781155,-0.171473,-28.493968,20.192248,-0.171473,1.905256,-4.626308,205.731263,-0.952628,211.483404,209.784262,210.530776,211.124869,210.172241,-211.124869,-25.213464,-181.099768,-2.892525,1,cluster1
207,11.379574,-1.125833,1.143154,-5.698447,-75.739118,58.745967,-10.253741,-1.025374,-19.329687,285.855933,-2.251666,288.05737,290.360997,289.065423,278.091149,294.043337,-286.075904,-61.584799,-204.097939,-6.95938,1,cluster1
208,7.447818,0,1.808261,-3.509135,-24.359563,9.023985,0.769031,0,-6.086427,136.09416,0,140.296115,143.80525,138.148372,140.907529,143.037952,-140.907529,-20.848696,-111.528484,-5.317396,1,cluster1
209,8.833459,-0.762102,-0.381051,-5.767729,-1798.890648,1638.190974,-1.957217,-0.502295,-14.220137,2850.920988,-3.827832,3008.537612,3001.280319,3002.146344,2996.834144,3006.862719,-3001.077669,-1787.436596,-1198.712527,-0.277128,1,cluster1
210,6.493458,-1.037498,-0.12644,-1.894864,-106.486484,97.039879,0.583701,-1.988394,-6.282148,923.600505,-0.138564,934.075948,932.297132,929.120551,932.946651,931.803497,-931.630292,-102.830124,-820.101809,-1.288646,1,cluster1
